Subscriber_ID,Engagement_L7,Engagement_L30,Watch_Hours_Change,Titles_Viewed,Profiles_With_Engagement,Avg_Content_Completion_Rate,Playback_Failures_L30,Video_Start_Failure_L30,High_Rebuffering_L30
dd5fd3f4-2ea4-4b7a-aaf4-85af47e06c06,22,107,1.478,16,2,0.04,14,4,5
9500deb7-6961-4b38-b54d-80fd7596cedb,22,88,-0.241,10,6,0.93,19,15,8
526377b9-5243-49fc-a3c2-c6680852e44b,22,99,1.961,30,7,0.77,18,7,8
268649c9-22e2-4d4b-9556-dec0e62df0ba,22,102,-0.323,23,3,0.32,12,18,17
7dc3e0b1-49ae-4e16-94f2-f8a5b531ab4e,22,105,0.384,18,3,0.28,19,2,16
cca74783-80a7-4ffd-ace1-6e88a12c5235,22,95,1.137,14,6,0.82,3,0,11
8c00ef5f-7996-4bee-a0b1-2730d8a7a363,22,96,1.014,23,6,0.72,19,4,10
dc1b10cb-7293-4637-a960-561089380417,22,105,0.611,9,4,0.62,10,6,20
f2cc10aa-2487-42df-b242-a37e827b7adf,22,95,1.924,4,4,0.71,8,11,10
8fd38a07-0a06-4b1f-bcde-105033d46537,22,104,-0.85,15,2,0.85,18,13,8
748c9663-e6ef-4d1f-a327-c3dfe21c85e6,22,98,0.139,16,6,0.15,12,0,18
1e64120b-c0ca-4a48-a019-b40b3a948b16,22,107,-0.548,28,8,0.4,14,7,5
a093edf3-133b-4d97-adce-a81ba8533670,22,107,0.843,2,4,0.77,12,11,2
984e9130-3444-4067-86d6-b77fcfa4ba27,22,106,0.11,6,2,0.95,15,8,18
0ae29a80-d0bf-4603-8428-3b91ae6bc456,22,100,0.984,12,3,0.97,19,20,5
72c8e842-a5c0-4aae-8ad8-02d09d34497a,22,101,-0.127,5,6,0.09,10,14,18
515d0500-79e7-4763-a34a-7ed2c6a24820,22,102,0.541,30,6,0.49,7,19,7
758a48c7-05dc-4b7f-bac3-5cfc65c80887,22,95,0.948,23,8,0.3,10,8,13
93a718d1-25a5-468c-a476-2b5558c1fd0f,22,96,-0.232,3,7,0.18,16,20,1
3d9ada55-d57c-4227-a995-fb8c76451867,22,102,1.471,27,7,0.59,7,18,2
456ff83f-1739-4956-ad54-b2bd7b9c1726,22,90,-0.302,4,3,0.24,0,13,11
00687c50-d8fd-43d9-81a3-65004c7a0463,22,92,-0.535,1,6,0.89,7,5,10
36e98be7-cf33-479e-a90b-6b7a1b7612e0,22,100,1.503,23,3,0.15,15,9,20
9fc4a534-35fd-47c0-a73c-71bcb7c54f84,22,93,1.845,28,6,0.64,16,14,8
6a435a77-2a2d-452f-8502-bc4040b3654d,22,107,1.034,29,3,0.25,16,11,13
be0e1192-1cd5-4d3d-a66a-d9407d51e89e,22,97,1.968,19,5,0.89,9,2,10
44a4cf41-48eb-4e69-bfbf-e2f751c365a4,22,99,-0.011,16,2,0.39,15,0,16
d87c5950-58e3-4880-89a0-e11fecd70550,22,88,1.809,1,3,0.89,12,17,7
34060168-1514-4f8d-ae43-d5dd67642c48,22,96,1.903,25,1,0.34,18,5,10
c59a04ea-b1ac-48ef-a30b-f871f235ab9f,22,98,-0.552,17,5,0.52,20,14,17
f192937e-509a-48fd-9d71-3e64249de0ec,22,98,-0.207,12,1,0.7,0,15,0
9c33b0e1-618b-4bc4-8722-01579088e715,22,97,-0.026,12,8,0.21,8,15,5
919bd38d-591a-4885-9f2e-b7c06cc2287f,22,91,0.034,9,4,0.65,14,2,2
76b615ec-6f5d-4898-b2a8-c416acb63f96,22,92,0.987,28,5,0.41,4,2,11
1c7d8c23-1e8a-4c74-a525-b750594f96a4,22,100,0.55,29,1,0.13,5,2,0
97aa97b8-e775-4e20-a9bd-a6a829ec2245,22,103,-0.979,24,1,0.53,10,4,6
f1182cc6-4182-46d6-9a0f-b3543a5e41aa,22,102,-0.839,29,4,0.65,14,16,4
ed2e149f-6239-4f76-ad9f-fc8892bf4576,22,97,0.468,25,2,0.26,2,17,8
1206a169-c0be-471a-acee-a62661ee9989,22,102,1.733,23,4,0.74,8,14,17
32e604d2-367c-4536-a2e9-332a5905ab8f,22,102,-0.714,24,6,0.9,13,15,8
78d3c50a-8fa7-4585-ac2a-9390ac3a8ad9,22,93,0.211,22,5,0.99,1,18,6
6b9c31e6-3a8f-48c7-8b73-9cfe7e2ea214,21,95,0.711,1,1,0.55,3,19,19
14b05e06-7615-4393-bf11-75768833afe3,21,96,-0.663,5,8,0.91,4,18,15
0c3f30d8-ce96-47be-870d-e2218e999e35,21,84,0.954,29,7,0.77,19,10,1
fda68611-05ad-4f13-8265-0dbba8254f75,21,94,1.019,1,7,0.32,17,13,13
13a27ce8-dd12-4a39-995c-3ec77c05d681,21,98,0.373,12,3,0.29,19,0,8
135a4efa-595d-4e31-b6c7-12af1b9bd705,21,98,-0.978,23,6,0.62,8,14,11
a791f996-f66b-450a-8725-bd8d0eb840c9,21,91,1.329,17,8,0.3,0,0,13
33d170a9-6b55-4e21-b1ab-af59207ef4a3,21,93,-0.798,2,7,0.44,1,0,0
3672c62d-b82e-48e3-bd05-2e2a30fd1225,21,100,1.472,21,2,0.92,1,15,5
b2f27636-efe5-48d2-b79c-96acbfc9311e,21,85,0.988,30,1,0.18,13,15,10
296130a1-0de0-4ef2-a26b-c096956499e8,21,91,0.945,28,6,0.97,12,18,15
cab9ef04-4eb1-4ae0-b747-061eb0104a36,21,100,0.833,13,4,0.62,11,6,12
03a2c98b-78b5-479b-a5a5-bbee1c6f8988,21,84,1.598,21,2,0.28,9,11,3
9f4c1453-bfd8-45e2-91fd-9888ab7d69fb,21,87,-0.612,5,5,0.77,8,19,3
566a65c6-edd7-4fea-9574-9a7ba0023a04,21,96,-0.139,16,1,0.67,13,2,0
222f92d5-b4ac-4a59-92bc-9e1adef7f067,21,104,-0.092,16,1,0.26,14,18,8
57ee8a0d-0fad-4683-acb9-faa29914f9f4,21,104,0.408,3,7,0.49,1,7,17
8ad50eae-decf-42de-8c58-07c099eb5332,21,88,0.855,3,6,0.84,10,10,5
f6eb8f9c-25db-47ba-a46d-c8f1f3b3a931,21,87,0.289,5,3,0.93,0,20,4
62d90137-4165-484d-8303-9f3d3fca3444,21,85,0.508,21,3,0.84,14,19,5
1f6e0d7e-980b-4362-83b8-7dc7d47456ef,21,93,0.98,19,1,0.78,18,0,17
7ad8d8f1-3b1a-4229-8190-fe55b9080635,21,96,0.868,23,5,0.25,7,18,13
2323adda-a0bf-4021-8f98-0c4e3ceae0ba,21,89,1.146,30,3,0.51,5,13,20
c5a9400c-18a7-4963-903d-fb2f6c99b013,21,96,1.147,15,6,0.62,14,7,11
6bd53f4a-aebc-4ce8-837c-cf16ff7a89ae,21,86,1.364,25,8,0.21,17,7,14
cdaf33ea-cd18-4273-8c4e-a6190dfb04d2,21,90,-0.46,7,2,0.86,11,2,11
9a9e1fe9-73d0-48d3-a30f-5018704b415b,21,91,0.124,2,5,0.7,8,3,1
6e574085-7281-4faf-ba2d-74cfbe2eb4bf,21,94,0.187,27,7,0.32,11,15,19
c3c6d549-4f20-401a-90ab-9c8125abd491,21,91,0.087,4,4,0.05,11,13,3
610a1e2a-feef-4626-9055-554ecf3277b7,21,94,-0.939,19,2,0.25,5,3,19
79f8c3ea-53f1-47ba-8801-1c543ef5eaaf,21,90,0.528,30,2,0.22,15,7,13
7ecf281d-f002-4538-9bc9-b617491b4637,21,89,-0.617,6,3,0.5,7,10,4
e5f49914-d005-4106-82cf-ed41c6e7c209,21,99,1.021,14,6,0.76,20,11,3
14a9d7ca-af4f-433c-91b9-7f5a4a53822d,21,92,1.011,6,4,0.75,6,18,6
6c1ce4fc-77d4-466e-a572-a876e3ba5c44,21,94,1.05,16,3,0.71,5,8,19
3aa4d24e-1fa0-4d9b-aa9d-d5df060dbf90,21,99,0.019,24,8,0.98,5,8,3
55de3553-9cb9-4c67-bf20-10d614bea8dd,21,86,0.336,26,2,0.09,3,8,3
50c18a13-ae84-40c5-b0c4-85734beaade4,21,84,1.278,12,1,0.86,4,3,12
2a9dc89b-2bf2-4322-80da-e5eb4fd0194e,21,92,-0.93,26,6,0.38,0,3,1
d5515574-8ea8-4d86-88ac-20b9e9eb7525,21,84,0.771,25,1,0.66,14,14,11
1a0f814a-ca9a-41be-9b7c-39285220ef36,21,98,-0.867,28,6,0.1,9,10,17
b60b36c2-23d7-4b75-8568-ad50c7196356,21,84,0.375,9,3,0.31,18,14,15
827025df-fdfb-4167-8aac-43ca2d958235,21,100,0.256,4,1,0.55,11,7,19
8cdf3331-3331-4996-b2c8-b5fa9c4002c9,20,88,0.6,24,6,0.35,12,20,4
0e1d1271-92d4-421d-a2da-c934d481e4d4,20,87,-0.736,20,4,0.12,9,1,13
b8a282c8-ddce-4af9-8c5a-332ee2845972,20,81,0.178,17,8,0.37,18,12,8
ade7f082-c9a0-4598-b592-242d92c9676f,20,88,0.917,15,4,0.06,15,6,5
07512dbb-7c41-4cce-b99d-4a723df83ab8,20,81,0.696,5,1,0.69,16,18,16
586d3438-90dc-4dae-bde0-a21ac8e27629,20,99,-0.231,1,4,0.91,19,10,17
6275625f-56a4-49de-91d9-c59d4aee855d,20,88,-0.916,7,5,0.37,16,8,0
b0f276b6-a56f-43d3-90f9-fb02ba5babc1,20,92,1.42,1,8,0.25,17,4,0
5c57534a-b7e2-44e5-a564-ebc6671cbca8,20,81,-0.402,16,1,0.52,20,19,6
2c79e783-0717-420c-a0a4-87c678ab25a5,20,86,-0.091,5,3,0.48,19,17,6
c7ac2626-fa46-423b-8f4f-784c3da46a02,20,80,0.337,4,3,0.71,19,8,0
65519098-913c-4fdb-8e76-ecca9fc177af,20,82,1.128,24,1,0.31,18,4,16
f0a22448-9fa8-4e31-8140-c7fc0158bbdc,20,93,-0.067,10,5,0.93,4,5,2
b4b63ade-202c-4c0f-81d9-4dced62faabb,20,100,0.573,17,8,0.92,2,2,11
8dc771e3-cfa4-411a-be53-8f36c1c4c779,20,85,1.166,8,7,0.81,16,14,4
da27e32c-deec-45b9-8b64-170f6a22db8d,20,83,1.097,27,5,0.19,14,9,19
fb019927-5d84-4f66-9322-ca5b67936d4c,20,90,-0.601,22,7,0.92,17,18,6
2383fd63-a16b-4439-a356-143f5c66b54b,20,97,1.605,24,1,0.9,6,4,11
04d3f566-cc10-40aa-816e-e6fea68372c6,20,98,-0.637,10,1,0.67,15,3,14
646c37b7-d447-430c-a63e-7a7a8879faab,20,89,-0.335,23,6,0.57,5,5,11
02c5b769-81a0-4dba-a727-12ff973f1eb8,20,89,-0.508,7,5,0.24,6,6,9
0ac4597c-081d-4fd5-b730-fe98e02bdcb7,20,98,-0.8,20,3,0.79,14,0,13
ee3683ce-c10c-45b0-b7a0-07a314497805,20,93,-0.04,14,6,0.55,15,17,14
a68462fd-f7f4-4784-863a-821d6490312f,20,90,1.588,7,6,0.23,12,13,4
dba9ec78-ddb8-4e8d-95a4-cecbc83b1ac5,20,95,-0.012,23,6,0.09,8,8,17
6478df50-a437-48ec-9316-9cfda71c3f37,20,98,-0.34,16,1,0.73,13,14,13
2b823adf-e111-4c9c-bb70-adcdbde354f7,20,88,0.036,23,5,0.3,14,18,0
8337009c-c5ac-45ca-a7fe-e126c4816a48,20,81,0.082,23,3,0.94,0,3,16
c2197711-1772-4a3c-8654-d0921676b33c,20,91,1.928,13,5,0.31,13,5,19
ef1812eb-6d72-4b54-8631-b4cbfeb9cd88,20,97,0.713,1,1,0.31,15,1,3
c088e77e-74c7-4dae-9a1b-118808ede98a,20,83,1.193,26,3,0.03,1,20,18
138e8a2d-56ec-496b-9369-611e2af9877c,20,85,1.804,26,3,0.51,0,0,7
62a2c0a8-f4ba-4908-8f74-a5a21052f7fa,20,94,-0.168,19,1,0.45,19,5,15
465ff1ff-c8d7-4f8f-85d3-3abca347034d,20,92,1.58,28,1,0.26,7,4,12
a03fd2a2-7284-497e-9955-ade7aad1b2e3,20,84,-0.736,14,6,0.05,16,5,1
0f630daf-fdfd-4871-9c88-6553a86f56e7,20,96,1.864,30,5,0.95,19,15,3
250ca728-25b7-4a86-9ed8-1f78f03c8e7f,20,92,0.088,20,4,0.05,19,9,6
9580d279-559d-4596-857b-7133e2023bec,20,95,0.543,25,3,0.12,3,8,5
8a51245c-376f-4765-8a7d-361b97c3cfca,20,97,1.531,2,5,0.76,4,11,17
c7eb457a-4d89-4609-a678-5062a10d2ccf,20,89,1.955,9,6,0.82,9,15,15
fd93aca1-5b2d-4398-a967-68bd4cccc5f0,20,86,-0.296,30,5,0.94,15,10,4
aeedbe12-6f22-4521-9a55-842a44d1ee76,20,98,-0.878,19,8,0.66,20,10,17
26258d80-a088-4f77-a473-51ab0093dc21,20,83,1.644,11,6,0.43,1,6,5
daf5be57-4f12-4078-959d-bce6720b19e4,20,80,1.402,10,3,0.84,20,10,1
5fc9244c-7122-4904-ac9e-5713aae8bb1b,20,93,1.012,1,2,0.1,9,12,4
aea8bdad-8ef4-4fec-8ccd-366448b921cc,20,91,0.158,7,4,0.75,15,1,16
fde19013-01f5-4fde-b61c-bc3f69db707f,20,98,1.201,29,7,0.34,18,11,17
74d729a4-c088-4d9c-9d7f-22deab35448b,20,84,-0.741,28,4,0.17,18,5,11
b87ea26f-ec1b-4805-bef7-4b7819170250,20,98,-0.732,13,2,0.64,19,20,4
acbf8e14-1c6c-4fad-b2f6-dc3fd2cc6b75,20,92,0.626,8,5,0.02,2,16,1
76187da3-b31b-4c17-991c-71538b7ea4a5,19,78,1.762,21,6,0.82,15,18,10
e6bea41e-4309-460f-9909-e57e2b07d833,19,82,-0.127,6,8,0.15,14,12,12
07dbab86-6755-4e2c-a946-9b52a3006775,19,94,0.97,21,4,0.48,19,1,20
ffc89c40-a613-4c32-aff0-22d558c2d475,19,88,1.26,13,8,0.74,7,10,11
f706a522-9af5-4aee-93c9-78866131f863,19,88,1.994,3,3,0.67,3,8,10
e3694dad-213f-4a06-9b6a-1b0f63c60091,19,81,1.124,26,3,0.8,9,13,16
4e5027ba-f208-4956-94d9-42923e836053,19,82,0.85,24,2,0.13,12,20,20
72d123e4-784a-4955-8ab7-cc625907b411,19,85,0.378,6,6,0.75,13,3,2
90fd0abe-2de4-4321-82d6-41d09acf5827,19,84,1.799,28,6,0.25,4,17,20
ff97570c-1f9e-4134-851d-a25ee54cbcbe,19,93,1.033,3,3,0.87,11,19,16
000902e9-6a80-4d02-b2cc-02abe298765a,19,81,1.723,11,4,0.43,12,11,14
aff6ceb0-1d6d-4496-abf9-cd1cd15c41e2,19,88,-0.485,3,8,0.68,7,15,1
bf2d0921-d71e-42b4-b420-2402f30cdfd3,19,89,1.463,9,6,0.55,9,12,14
b4c3ffb5-68b4-41b0-bcb1-8e26cd7a5a31,19,81,1.371,6,8,0.89,14,0,20
5539a657-09cd-4a03-b88a-3b2f6bbca86f,19,83,-0.961,3,2,0.41,18,17,20
4619adb1-909d-432b-88a9-f6e61c4c4c2f,19,93,0.943,15,7,0.18,3,15,18
9aafc2ad-90c6-4be4-aa20-4fa115da4f0a,19,79,1.63,14,7,0.03,7,20,6
37311e79-c79d-4f7c-8c83-b3ec78569835,19,81,-0.553,3,7,0.07,18,2,6
6175cd27-590f-4a06-887a-556cd4241564,19,85,1.077,21,1,0.4,15,1,0
6378ccc6-9a61-486a-a6f2-37cc226b8dbe,19,82,-0.809,15,8,0.07,9,8,16
92bc3121-b64c-4b30-bd86-54fbe83724f1,19,85,-0.653,14,2,0.72,18,9,7
236f10d6-3579-4bac-b9b9-e4b34b547b66,19,85,0.659,14,8,0.43,13,11,13
8840d255-4d28-4897-81bf-24b176bfaec8,19,96,0.644,23,7,0.19,4,20,6
c6ee357a-dde4-4420-a9d2-dbf383b35271,19,76,-0.567,2,2,0.04,3,19,20
e9461765-d785-49a2-af0d-b9e937f944a0,19,90,-0.776,26,5,0.31,20,9,20
ce4e3ba9-3764-4f77-9893-d2e4302b0a42,19,77,0.645,29,5,0.42,9,13,5
4567366f-1270-484c-ba1f-709893204c1d,19,86,-0.392,19,1,0.1,19,5,19
99e0304c-822d-4ea5-b9cc-2be7d74ebfb0,19,93,-0.785,21,4,0.44,15,5,2
bc4675a4-2cfa-4c99-af6f-7383e15a72a8,19,84,0.117,28,2,0.4,17,6,1
47d53210-946e-4a2f-8b27-92efb6f22902,19,86,1.169,19,6,0.78,19,17,8
92ed553a-7498-40d0-b2a9-b8bdc192bec4,19,86,-0.586,17,4,0.95,14,9,0
7fd106a6-93ab-440a-a6f4-a2c1a4c6eea1,19,94,1.622,21,6,0.98,18,12,20
983b4d78-a255-492b-a9aa-b6b09d2b1fc1,19,86,1.817,8,2,0.43,12,2,16
dc495316-6e60-42bd-980a-3ebb06e7b426,19,85,0.61,7,5,0.84,11,2,15
753f249f-6969-4340-af37-2ebc6fdae9e5,19,92,0.454,16,2,0.2,9,18,9
ad27591a-4a31-4f46-ad7e-5703c5686e14,19,88,0.365,30,1,0.25,1,12,14
a7195d6c-5e0d-4f97-a50a-561997627732,19,85,1.005,27,7,0.28,1,8,18
94b28a11-6cb7-4815-b86f-0ab9f4532a2b,19,94,-0.694,27,2,0.41,14,17,3
a184318c-7643-4c04-8799-999659478e09,19,86,0.738,13,1,0.39,3,13,13
96474e38-6a0b-477a-8349-048f10b4746d,19,83,0.164,18,2,0.44,14,17,5
1e97861c-bc16-4076-a0d7-c6af2f0dd64e,19,77,0.988,8,6,0.04,2,16,10
f77bf3f0-a052-4c35-8dce-14f663faad4d,19,81,1.066,4,4,0.19,14,0,20
cb5e6f27-9ad2-4334-8650-6f9e0249cd16,19,77,0.849,3,5,0.32,14,18,5
edd54ea8-e546-4fef-a5f1-354be5c42cf1,19,91,1.758,21,6,0.4,5,11,16
38970458-1b5b-41c5-889f-984437dd5f7d,19,79,1.202,2,2,0.12,5,4,3
1f5ef7bf-bd52-44f2-839b-0707b673ff26,19,88,1.75,11,8,0.49,14,5,18
ac0137e5-6b81-4ce0-99fb-42b82d0b1130,19,94,-0.924,22,8,0.79,5,14,3
0e7a6d70-db1f-4c2b-8ce6-7936e5aff742,19,85,-0.86,16,3,0.28,6,14,15
b03550cd-f2cf-4cd3-bcb1-9071eb70d068,19,81,0.09,10,8,0.02,6,14,0
7503d5b7-686d-4cb1-9b67-c00182fdcdd8,19,95,-0.172,8,8,0.13,20,4,14
7c39204d-a25b-4bd2-abed-8cef6e1e9c77,19,80,0.108,23,3,0.31,16,7,18
26bb6cac-4fa9-4a03-ae9c-0758683e6dc0,19,79,-0.747,28,7,0.12,12,4,19
d0a48350-57f2-4541-b7df-55a0bc4d041d,19,91,-0.47,3,7,0.64,14,19,8
49c5fdc3-a0d4-4436-9a93-84fe2dbecf0c,19,92,-0.406,4,6,0.42,11,15,7
1a9acf00-ed1d-40a8-8bf2-5218a142931f,19,90,-0.391,7,5,0.79,17,19,13
aaafaf74-5088-4fdf-b290-9daeb821e6df,19,87,0.578,28,8,0.46,19,9,15
0498ff42-08ae-4c8d-ac58-1f5988b4aaf0,19,90,1.517,20,5,0.84,7,2,15
63dcea1f-c426-439d-80ab-bcbdd5c1a5ee,19,90,0.279,23,7,0.27,6,14,17
f0c2b9f6-34a3-497e-b762-691684612e3c,19,93,1.336,24,4,0.51,19,1,12
c0200cb8-6f04-48c7-a0e7-905d8b3cd898,19,88,-0.451,1,7,0.25,7,5,4
595f965e-acce-49b2-85c6-6819fbc05b73,19,83,0.067,16,6,0.43,15,5,4
89cc4eb4-d8e1-41b3-be61-e86460209094,19,81,-0.832,11,7,0.24,16,13,12
d5394c39-04fc-40a5-a94d-27b7d56fc35e,19,87,-0.797,16,5,0.64,2,5,4
4fe5ad5c-cbfb-47dc-a3b7-404556469d56,18,78,0.922,10,6,0.72,6,14,19
103e099f-5659-4ec1-a533-0b7d5b8876c7,18,80,0.107,30,8,0.51,2,16,15
2f2b1d5e-ef80-4978-8d74-580fe5366d0c,18,89,1.734,13,1,0.24,18,13,19
b904d1fc-98f2-42c3-8548-8af32193fb61,18,82,1.463,11,8,0.45,11,5,14
d1c22a97-eb25-4636-be4b-d2fda4501f05,18,74,1.906,27,7,0.56,10,3,8
8817e435-fc80-4bd4-ace9-3c279f848665,18,92,0.398,9,8,0.73,19,4,11
b88f4339-a152-4663-93e2-1e0291a5c26c,18,90,0.365,19,4,0.17,18,13,1
36d0c611-1de6-4c19-ab73-1adae2c258c5,18,78,0.665,5,3,0.95,2,0,4
032509fe-fc61-4194-b7ea-aa293110ea2d,18,91,1.447,8,3,0.38,5,11,7
5077fc66-045e-4031-8093-425895ac1336,18,76,0.474,27,7,0.4,20,11,16
8e4bf3ed-976c-42d4-be02-8fb6422b9b57,18,78,1.938,29,7,0.53,8,16,18
b10e5278-cd0e-4db2-9e04-a79af3f700aa,18,90,0.093,30,3,0.25,9,8,0
033d79dc-eaff-4711-9ea7-7aa6ff124615,18,77,0.862,6,4,0.35,0,20,2
8362dd51-0ec8-4b7a-b919-621a3f2d89bc,18,73,-0.604,25,3,0.89,18,19,17
911b7451-3571-4598-893f-f73558afda7f,18,80,0.046,19,1,0.92,11,8,18
202aef3d-7c8f-4ec5-9224-d38ca56c086d,18,83,1.53,6,5,0.64,9,11,12
65f29ee4-f2ac-4d6b-a087-0d84ec4b27fa,18,88,-0.549,10,8,0.67,14,5,0
fc57523c-9368-4811-b578-15b104d30ec3,18,81,-0.884,30,4,0.52,15,20,2
e56323b5-ebe6-4395-87fc-62bcf720ee4d,18,86,0.583,9,5,0.27,9,10,15
644d4b95-7cda-4697-8269-ae7f71128447,18,72,0.57,11,1,0.24,7,5,20
4c3e9ad1-5b73-49fc-8faf-d9ffe8b3982f,18,83,0.154,16,5,0.14,14,17,7
2118838d-5a66-420a-8dc3-abf41810615c,18,86,0.359,13,7,0.76,6,2,5
fa957831-f907-40e9-b1d4-55bcbcf6784f,18,87,0.578,19,3,0.74,7,17,2
b28f82da-efc4-4637-a8ba-d24f688e0c40,18,72,-0.697,29,7,0.36,0,16,11
d330718f-a9b3-49af-bfb1-541efd672b5a,18,91,0.074,14,4,0.39,15,16,1
4600bb64-a6be-4c67-bf3f-d06044174542,18,92,0.675,2,7,0.91,18,7,2
a2761388-ce54-48fd-8560-93d645cb5e91,18,82,-0.146,8,4,0.47,14,11,12
faa568c4-ea5a-49da-9945-90be3d4acd31,18,74,0.334,11,2,0.32,19,6,4
1179df66-be1a-4f47-9452-4f7a276e5f7f,18,76,1.553,2,2,0.93,10,8,3
76027cd8-d2f1-4eaa-ab66-fe8515a856f3,18,77,-0.872,7,5,0.4,11,3,6
224cfc9a-65b8-4e90-ba9b-77796423b221,18,80,0.568,25,6,0.05,2,4,1
8defabe0-c0fd-4692-906c-b1ddb73122ef,18,72,0.898,30,3,0.46,3,9,3
b97442ef-8aa1-4665-8f99-45841eb3e754,18,81,0.352,19,5,0.44,1,0,13
af454d8a-5970-40aa-a040-b10f13af6c37,18,82,0.266,16,5,0.57,12,11,12
73811cbf-664a-44b2-9f74-71dc91cb0be7,18,76,1.96,28,8,0.9,10,12,6
a8d58f16-5203-4c7e-a64a-d2a22f07cca1,18,84,0.777,1,4,0.11,5,4,19
afdc5a8b-6e33-430f-b18c-44686fa1c061,18,85,1.059,26,3,0.52,12,7,1
56993abd-558b-49d8-aa2a-f177920532ae,18,72,0.38,10,2,0.96,5,0,4
f3f77b9f-886b-469a-b3c0-678320d9bca4,18,91,-0.063,27,6,0.23,6,9,16
c86329ff-ce04-4d5e-9cf2-8bd9db51c644,18,77,-0.734,25,1,0.37,11,15,5
5718da51-90c3-4989-8825-2668d8657b0a,18,76,1.095,28,7,0.17,1,17,14
1f617fa5-059d-4e1c-a2df-53fb9dffaf64,18,92,0.545,28,5,0.53,12,9,14
ebb7045a-206d-4e0a-b9cd-1a520e96e428,18,72,0.111,11,2,0.51,5,11,3
d5a00ab9-8e12-45d8-9752-8eb5b1b01b85,18,89,1.674,5,3,0.26,6,10,9
a3ca14d2-8098-49fd-a4b3-34dbda6b6690,18,86,1.125,5,5,0.76,4,10,3
03ad8d2f-e134-4e29-b01d-e4f795d04121,18,85,1.466,10,8,0.76,19,7,17
7da7170d-f909-4c5e-98a6-b1b82cef9ae5,18,77,0.768,10,8,0.38,16,19,3
5a366f96-2030-4efd-8562-195107953c85,18,91,0.119,30,1,0.38,3,2,9
99bd7af0-292e-499f-9b7f-a74628dd0fea,17,72,0.377,30,5,0.15,8,3,15
49bbe7f0-4345-4f11-b1ec-e42e84e5f865,17,83,1.7,21,7,0.77,3,7,7
3a96f45b-9c67-4ff3-a714-28ed58f67953,17,88,-0.57,9,5,0.28,2,1,9
db6247b3-2f9f-4331-acb5-0d15e017ef44,17,79,-0.836,19,7,0.1,15,4,3
9c31a1f8-0d2c-4ed2-8927-d0dc8d1d9b85,17,71,-0.547,6,8,0.9,11,14,0
c8771198-c94c-47c8-b4d3-92014489f4fd,17,84,-0.465,17,1,0.38,12,1,11
4dc98a8e-320c-4e59-9a18-f96a419caf66,17,73,-0.225,12,7,0.76,2,4,15
e936cfd5-6790-4bec-8480-596b3225cbed,17,84,1.851,2,8,0.65,20,14,6
c137614f-3009-4dc4-b792-fb19d24384f3,17,68,0.164,30,7,0.95,19,3,14
6ca4dffb-0c6c-47c4-ab34-300409e51271,17,78,-0.12,6,8,0.49,15,14,0
98597dcf-4481-4027-a9a2-b3f23a77433e,17,78,-0.247,1,7,0.5,0,3,3
cc26951b-d80d-423d-9f0a-5293d03dd489,17,85,1.302,4,1,0.17,1,11,19
25cdd257-fe6c-4329-9c26-c8696e9f585a,17,78,0.596,18,5,0.93,14,2,18
94ab303c-20d3-4b32-a55e-477e006ef8ea,17,70,1.246,7,4,0.66,6,15,14
722ec5ed-82bb-4796-8ef1-3c987dcac2b9,17,69,0.997,5,7,0.53,18,3,18
801daba3-1e75-4dcb-a190-2d74a80876d6,17,72,-0.433,10,3,0.02,7,12,3
9f03a969-de76-427c-9709-8cd11204134f,17,82,0.445,4,1,0.77,17,12,11
66024eb7-dffb-42a3-88a2-713bbd796992,17,69,-0.882,21,8,0.7,19,12,19
595cb338-3e8d-4924-9327-655e208be5b7,17,69,0.377,18,4,0.28,11,17,13
68d2b445-927c-47ea-b9e0-403091241e29,17,81,1.142,23,7,0.63,4,15,17
dcffcb1b-e486-4c4d-bd24-34674f3eb300,17,82,1.791,6,6,0.85,5,18,10
90e6c973-531a-4edb-a4d2-5dbf8741fb02,17,87,1.681,7,3,0.08,13,16,5
ec581aec-efb8-4228-9b8c-338e5837814f,17,81,0.028,2,5,0.71,18,8,4
06210c28-2a32-4874-a014-e6eb72793988,17,79,-0.272,7,6,0.98,3,19,3
ba7b5fb5-f0a6-4a21-8935-9b395b5b9267,17,70,1.928,1,1,0.9,5,6,3
f4666a18-beec-49e3-8753-f7ebc9e5852c,17,88,1.455,16,5,0.72,19,7,14
07f87acf-fec4-410c-b746-6d2df29f9d16,17,74,0.927,28,2,0.38,3,16,20
ac4a9883-f277-4c7b-b039-684a00e5437d,17,87,0.557,29,8,0.76,7,18,4
2c359cff-4ed3-4888-b2ea-e796ac8ed51b,17,77,1.176,29,2,0.81,20,14,7
cc7d3f5a-1eb4-4c4f-9a44-99645c6ea0f0,17,82,-0.318,8,4,0.51,9,11,19
a6488ee7-c533-4c50-adb9-a2883cc2648a,17,80,1.655,3,3,0.73,18,11,6
8ef6712a-acaf-4221-9d75-9a05f675b62e,17,85,-0.684,1,3,0.7,17,4,16
a92386d6-6f36-4af1-b6d6-0a7dbd03a854,17,71,1.862,29,1,0.72,2,2,17
33a62ed5-218b-4512-90dd-f2cff1c2cbac,17,81,0.348,4,4,0.13,19,16,5
ca95de57-95b1-4a11-b67e-dc9497bf28cc,17,88,0.765,14,1,0.77,20,15,8
975c662f-ced9-481c-9204-c5064b4b0a57,17,78,-0.33,26,6,0.21,14,16,13
